Study,Study.year
Leeman 2020,2019
Lowen 2022,2022
Ozdemir-van Brunschot 2018,2018
Williams 2019,2019
Bakhet 2020,2020
Barrio 2017,2017
Choi 2019,2019
Coviello 2023,2023/01/19
Gu 2021,2021
Koo 2019,2014
Nam 2021,2021
Yi 2022,2022
Yoo 2015,2015
Kim 2021b,2021
Park 2022,2021
Rosenberg 2017,2017
Abu Yazed 2019,2019
Baete 2017,2017
Kathopoulis 2022,2022
Koo 2016,2016
Koo 2021,2021
Martini 2014,2014
Torensma 2016,2016
Kim 2021a,2021
Koo 2018,2018
Na 2021,2021
Zhu 2020,2020
Madsen 2016,2016
Staehr-Rye 2014,2014
Putz 2016,2016
Ichikawa 2017,2017
Marcus 2009,2009
NCT00198107,
NCT00468130,2007
Owen 2009,2009
Kent 2013,2013
McCracken 2002,2002
McDougle 1998,1998
NCT01624675,
Shea 2004,2004
Troost 2005,2005
Loebel 2016,2016
Research Units 2005,2005
Findling 2014,2014
Luby 2006,2006
Malone 2001,2001
Munesue 2016,2016
Parker 2017,2017
Sikich 2021,2021
Parker 2019,2019
Buitelaar 1990,1990
Carey 2002,2002
Handen 2005,2005
Owley 2001,2001
Guastella 2015a,2015
NCT01908205,2013
Yamasue 2020,2020
Le 2022,2022
Sikich 2013,2013
Squassante 2018,2018
Anagnostou 2012,2012
Umbricht 2017,2017
NCT01337687,2010
Bernaerts 2020,2020
Takamitsu 2015a,2015
Hollander 2020b,2020
Jacob 2022,2022
NCT02940574,2016
VanAndel 2022,2022
Unis 2002,
Levy 2003,2003
Pearson 2013,2013
Quintana 1995,1995
Arnold 2006,2006
Fankhauser 1992,1992
Handen 2008,2008
Handen 2015,2015
Harfterkamp 2014,2014
Jaselskis 1992,1992
NCT00498173,2007
Scahill 2015,2015
Posey 2005,2005
Eslamzadeh 2018,2018
NCT03242772,2018
Niederhofer 2003,2003
King 2009,2009
Mouti 2014,2014
Gordon 1993,1993
Remington 2001,2001
Hagerman 2018,2018
Hollander 2012,2012
McDougle 1996,1996
Herscu 2020,2020
NCT00183339,2005
Hollander 2005,2005
Miral 2008,2008
DeVane 2019,2019
Ghanizadeh 2014,2014
Nikvarz 2017,
Dollfus 1992,1992
Hellings 2005,2005
Hollander 2010,2010
Rezaei 2010,2010
Wasserman 2006,2006
Belsito 2001,2001
Hollander 2006a,
Ghaleiha 2013a,2013
Ghaleiha 2014,2014
Handen 2011,2011
Hardan 2019,2019
NCT01972074,2013
Aman 2017,2017
Akhondzadeh 2008,2008
Soorya 2021,2021
Mohammadi 2013,2013
King 2001,2001
Ghanizadeh 2015,2015
Chugani 2016,2016
Woodard 2007,2007
Asadabadi 2013,2012
Moazen-Zadeh 2018,2018
Ghaleiha 2013b,2013
Wink 2018,
Mahdavinasab 2019,2019
Ayatollahi 2020,
Sprengers 2021,2020
Veenstra-VanderWeele 2017,
Chez 2020,2020
Klaiman 2013,2013
Montazmenesh 2020,2020
Niederhofer 2002,2002
Willemsen-Swinkels 1996,1996
Ghanizadeh 2013,2013
Hardan 2012,2012
Nikoo 2015,2015
Wink 2016,2016
Hajizadeh-Zaker 2018,2018
Hendouei 2019,2020
Batebi 2021,2021
Ghaleiha 2016,
Ghaleiha 2015,2015
Khalaj 2018,2018
Malek 2020,2020
Behmanesh 2019,
Hollander 2020a,2020
Dai 2021,2021
Dean 2019,2019
Arnold 2012a,2012
Lemonnier 2017,
Campbell 1987,1987
Willemsen-Swinkels 1995,1995
Danforth 2018,2018
Minshawi 2016,2016
Aran 2021,2021
Campbell 1993,1993
Danfors 2005,2005
Mace 2001,2001
Balla 2011,2011
Martínez-Marcos 2000,2000
Romano 2001,2001
Kochiadakis 1998a,1998
Kochiadakis 2007,2007
Negrini 1994,1994
Taha 2022,2022
Treglia 1994a,1994
Baroni 2011,2011
Kochiadakis 1999a,1999
Cotter 1999,1999
Cybulski 2003,2003
Joseph 2000,2000
Noc 1990,1990
Channer 2004,2004
Galperín 2001,2001
Kanoupakis 2004,2003
Singh 2005,2005
Vijayalakshmi 2006,2006
Kochiadakis 1999,1999
Vardas 2000,2000
Falk 1997,1997
Lindeboom 2000,2000
Norgaard 1999,1999
Baroffio 1995,1995
Bellandi 1995,1995
Bianconi 1998,1998
Boriani 1997,1997
Fresco 1996,1996
Ganau 1998,1998
Beatch 2016,2016
Beatch 2017,2017
Roy 2004,2004
Camm 2012,2012
Pratt 2010,2010
Roy 2008,2008
Brodsky 1994,1994
Chiladakis 2001,2001
Chu 2009,2009
Zehender 1994,1994
Abi Mansour 1998,1998
Stambler 1996,1996
Kirchhof 2005,2005
Neumann 2004,2004
Xanthos 2007,2007
Gersony 1983,1983
Krauss 1989,1989
Van Overmeire 2001,2001
Bagnoli 2013,2013
Ghanem 2010,2010
Sosenko 2012,2012
CTRI/2009/091/000041,2010
Kaapa 1983,1983
Kluckow 2014,2014
Merritt 1981,1981
El-Khuffash 2021,2021
Gupta 2024,2024
Hundscheid 2023,2023
Lin 2012,2012
Roze 2021,2021
DeWaal 2021,2021
Schindler 2021,2021
Potsiurko 2024,2024
Camargo 2021,2021
Lehouck 2012,2012
Martineau 2015,2015
Rafiq 2017,2017
Rafiq 2022,2022
Alavi Foumani 2019,2019
Zendedel 2015,2015
Bjerk 2013,2013
Claure 2009,2009
Claure 2011,2011
Dijkman 2021,2021
Gajdos 2019,2019
Hallenberger 2014,2014
Schwarz 2019,2019
Sturrock 2020,2020
Waitz 2015,2015
Wilinska 2015,2015
Zapata 2014,2014
van Kaam 2015,2015
Nair 2023,2022
Claure 2001,2001
Camarasa 2006,2006
Harley 2002,2002
Ray 2005,2005
Colwell 2007,2007
Jeserschek 2003,2003
Murkin 1995,1995
Murkin 2000,2000
Zohar 2004,""
Sershon 2020,2020
Chang 2022,2022
Tanaka 2001,2001
Lopez Picado 2017,2017
Kayupov 2017a,2017
Kayupov 2017b,""
Clave 2019,2019
Wang 2019a,2019
Wu 2018,2018
Zhao 2018,2018
North 2016,2016
Hiippala 1995,""
Morales-Avalos 2021,2021
Jansen 1999,1999
Zeng 2018,2018
Benoni 2001,2001
Claeys 2007,2007
Garneti 2004,2004
Johansson 2005,2005
Luo 2022,2022
Zeng 2017,2017
Painter 2018,2018
Ellis 2001,2001
Stowers 2017,2017
Good 2003,2003
Orpen 2006,2006
Alvarez 2008,2008
Husted 2003,2003
Benoni 1996,1996
Benoni 2000,2000
Ekback 2000,2000
Niskanen 2005,2005
Molloy 2007,2007
Gill 2009,2009
Hiippala 1997,1997
Wang 2019c,2019
Yen 2021,2021
Garcia Enguita 1998,1998
Hayes 1996,1996
Janssens 1994,1994
Petsatodis 2006,2006
Utada 1997,1997
Flordal 1992,1992
Schott 1995,1995
Zhang 2007,2007
Engel 2001,2001
Tsukada 2020,2020
Peng 2021,2021
Xue 2021,2021
Tsukada 2019,2019
Georgiadis 2013,2013
Lei 2017,""
Xie 2016,2016
Xie 2017,""
Wang 2018,2018
Vles 2020,2020
Boese 2017,2017
Goyal 2017,2017
King 2019,2019
Karnezis 1994 hip,""
Karnezis 1994 knee,1994
Gomez Barrena 2014,2014
Lemay 2004,2004
Alvarez 2019 hip,2019
Alvarez 2019 knee,""
Veien 2002,2002
Yamasaki 2004,2004
Yen 2017,2017
Kakar 2009 Bilateral TKR,""
Kakar 2009 Unilateral TKR,2009
Yasli 2019,2019
Wang 2019b,2019a
Cao 2018,2018
Kang 2021a,2021
Lei 2018,2018
Lei 2020,2020
Kang 2021b,2021
Xu 2023,2023
Cui 2019,2019
Levine 2014,2014
Veien 2005,2005
NCT02922582,2016
Gonzalez Osuna 2021,2021
Jules-Elysee 2019,2019
Bradley 2019 hip,""
Bradley 2019 knee,""
D'Ambrosio 1999,1999
Llau 1998,1998
Dorji 2021,2021
van Servellen 2005,2005
Rosal 2011,2011
Koniak-Griffin 2015,2015
Han 2017,2017
Kaur 2019,2019
Rosal 2005,2005
Otilingam 2015,2015
Soto Mas 2018,2018
Wong 2020,2020
Taylor 2011,2011
Tong 2017,2017
Kiropoulos 2011,2011
Hernandez 2013,2013
DeCamp 2020,2020
Calderón 2014,2014
Poureslami 2016a,2016
Poureslami 2016b,2016
Valdez 2015,2015
Payán 2020,2020
Unger 2013,2013
Gwede 2019,2019
Valdez 2018,2018
Sudore 2018,2018
Ochoa 2020,2020
Mohan 2014,2014
Simon 2017,2017
Looman 2015,2015
Lauretti 2015,2015
Machado 2019,2019
Parsa 2013,2013
Thomas 1995,1995
da Silva 2016,2016
Fagevik Olsen 2019,2019
Nakagawa 2017,2017
Oh 2014,2014
Schiotz 2007,2007
Dawood 1990,1990
Lewers 1989,1989
Neighbors 1987,1987
Park 1999,1999
de Oliveira 2012,2012
Revadkar 2019,2019
Tugay 2007,2007
Milsom 1994,1994
DeRiso 1996,1996
Konvalinka 2006,2006
Segers 2006,
Tepaske 2001,2001
Tepaske 2007,2007
Falk-Brynhildsen 2014,2014
Iyer 2011,2011
Von Eckardstein 2011,2011
Ozdemir 2014,2014
Prziborowski 2008,2008
Rujirojindakul 2014,2014
Azarfarin 2011,2011
Emam 2010,2010
Fatemeh 2016,2016
Lazar 2004,2004
Wahby 2016,2016
Blaha 2015,2015
Giakoumidakis 2013,2013
Umpierrez 2015,2015
Witt-Majchrzak 2015,2015
Marasco 2018,2018
Nezafati 2018,2018
Allen 2017,2017
NCT00819286,
Bennett-Guerrero 2010,2010
Eklund 2005,2005
Friberg 2005,2005
Schimmer 2012,2012
Schimmer 2017,2017
Emadedin 2018,2018
Khalifeh Soltani 2019,2019
Kuah 2018,2018
Sadri 2023,2023
Shapiro 2017,2017
Garza 2020,2020
Freitag 2019,2019
Bastos 2020,2020
Goncars 2017,
Ho 2022,2022
Vega 2015,2015
Lu 2019,2019
Matas 2019,2019
Anz 2020,2020
Baria 2022,2022
Garay-Mendoza 2018,2018
Sadat-Ali 2021,2021
Gupta 2016,2016
Lamo-Espinosa 2016,2016
Lamo-Espinosa 2020,2020
Wali 2008,2008
Humar 2013,2013
Patel 2019,2019
Galen 2014,2014
Brennan 2005,2005
Renner 2013,2013
MECANO 2009,2009
Wojciechowski 2017,2017
Mohan 2016,2016
Guasch 2010,2010
Taplak 2021,2021
Alinejad-Naeini 2014,2014
Fatollahzade 2022,2022
Ward-Larson 2004,2004
Niaraki 2022,2022
Cone 2013,2013
Desai 2017,2017
Anand 2008,2008
Cignacco 2008,2008
Simons 2013,2013
Alamout 2020,2020
An 2021,2021
Bressan 2020,2021
Daubenmier 2016,2016
Ponte Marquez 2019,2019
Raja-Khan 2017,2017
Baylan 2019,2019
Beauchamp 2020,2020
Blevins 2009,2009
Carpenter 2019,2019
Miller 2014,2014
Tovote 2014,2014
Weiss de Souza 2020,2020
Brach 1992,1992
Kristeller 2014,2014
Davis 2014a,
Woods-Giscombe 2019,2019
Smith 2018,2018
Spadaro 2018,2018
Brewer 2011,2011
Garrison 2020,2020
Vidrine 2016,2016
Weng 2021,2021
Kopf 2014,2012
Alsubaie 2020,2020
Blom 2013,
Nejati 2015,2015
Nijjar 2019,2019
Parswani 2013,2013
Pearson 2018,2018
Shukla 2021,2021
Sinha 2018,2018
Daubenmier 2011,2011
Jang 2018,2018
Nikkhah Ravari 2020,2021
van Son 2014,2014
Chacko 2016,2016
Friis 2016,2016
Nathan 2017,2017
Schroevers 2015,2015
Nasiri 2020,2020
Zarifsanaiey 2020,2020
Palmeira 2017,2017
Davoudi 2021,2021
Davis 2014b,2014
Jalali 2019,2019
Schneider 2012,2012
Bokhari 2021,2021
Paul-Labrador 2006,2006
Schneider 2005,2005
Schneider 2019,2019
Schneider 2021,2021
Toomey 2007,2007
Vaccarino 2013,2013
Nidich 2009,2009
Seer 1980,1980
Gavin 2020,2020
Kleidon 2018,2018
Pittiruti 2014,2014
Hoffer 1999,1999
Johnston 2012,2012
Ong 2010,2010
Hoffer 2001,2001
Gilbert 2019,2019
Itkin 2014,2014
Miyagaki 2012,2012
Sheretz 1997,1997
Storey 2016,2016
Quoix 2011,2011
Quoix 2016,2014
Rodriguez 2016,2016
Neninger 2008,2008
Gridelli 2020,2020
Alfonso 2014,2014
Hernandez 2021,2021
Takayama 2016,2016
Besse 2023,2023
O'Brien 2004,2004
Grant 2015,2015
Goldring 2013,2013
El-Heis 2022,2021
Morris 2021,2021
Hibbs 2018,2018
Salas 2018,2018
Rueter 2020,2018
Manaseki-Holland 2012,2012
Chawes 2016,2016
Litonjua 2016,2016
Sahoo 2017,2017
Kalra 2012,2012
Rosendahl 2018,2018
Zhou 2018,2018
Golan-Tripto 2020,2020
Yadav 2022,2022
Aglipay 2017,2017
Galdo 2018,2018
Guo 2020a,2020
Hendriks 2012,2012
Stewart 2015,2015
Wijtvliet 2020,2020
van den Dries 2020,2020
Yan 2022,2022
REMOVAL 2017,2017
Rachmani 2002a,2002
UKPDS 1991,1991
Chaudhary 2021,2021
ADOPT 2002,2002
APRIME 2011,2011
QUARTET 2004,2004
Campbell 1994,1994
Gupta 2015,2015
Hanks 2003,2003
Jackson 1999,1999
Schenk 2002,2002
Schenk 2003,2003
Verhoef-NL 2014,2014
Verhoef-US 2014,2014
Chetter 2017,2017
Hagberg 2004,2004
Chalmers 2010,2010
Saha 2012,2012
Taylor 2003,2003
Nenezic 2019,2019
StEPS 2012,2012
Coselli 2003,2003
Glickman 2002,2002
Saha 2011,2011
Weaver 2002,2002
Minato 2009,2009
Lumsden 2006,2006
Milne 1995,1995
Lilly 2006a,2006
Beasley (E003) 1997,1997
Beasley (HGAD) 1996a,1996
Lieberman (HGDH) 2003,2003
Liu 2011i,2011
Tollefson (HGAJ) 1997,1997
Zubair 2020,2020
Lilly (HGGN) 2000,2000
Namjoshi 2002,2002
Crespo-Facorro 2006,2006
Lilly (S029) 2007,2007
Jiang 2009b,2009
Li 2005f,2005
Luo 2012d,2012
Ma 2005d,2005
Pan 2005,2005
Qin 2006a,2006
Wang 2013az,2013
Xu 2014n,2014
Zhang 2010ad,2010
Zhang 2013m,2013
Kahn (EUFEST) 2005,2005
San 2012,2012
Song 2009c,2009
Xianzhen 2004,2004
Zhu 2014f,2014
Jones 1998 (P022),1998
Avasthi 2001,2001
Barak 2002,2002
Bernardo (HGDD) 2001,2001
Boulay 2002,2002
Buchanan 2003,2003
Cui 2016e,2016
HGCJ (Hong Kong) 1998,1998
HGCU (Taiwan) 1998,1998
Ishigooka 2001,2001
Lahti 2007,2007
Lindenmayer 2007,2007
Liu 2010l,2010
Liu 2012ao,2012
Taraskina 2017,2017
Zhang 2016al,2016
Zheng 2003b,2003
de Hann 2003,2003
Chaudhry 2003,2006
Hu 2014i,2014
Vedam 2022,2022
Krakowski 2006,2006
Mousavi 2013,2013
Saddichha 2007,2007
Parabiaghi (GiSAS) 2010,2010
Rosenheck (HGFI) 2003,2003
Gründer (NeSSy) 2012,2012
Kinon 2004,2004
Wang 2012k,2012
Krogshede 2022,2022
Meyer 2018,2018
Poe 2017,2017
Si 2019,2019
Laakso 2023,2023
Abdel Aziz 2022,2022
Liang 2016,2016
Alahmer 2021,2021
Abo Ghareeb 2021,2021
Agrawal 2016,2016
Albayrak 2019,2019
Bailie 2018,2018
Berti 2021,2021
Berti 2022,2022
Bozzini 2017,2017
Bryniarski 2012,2012
Cakici 2020,2020
Datta 2016,2016
Datta 2022,2022
Demirbas 2016,2016
Fayad 2017,2017
Fayad 2021,2021
Giusti 2011,2011
Hong 2016,2016
Jiang 2018,2018
Jin 2019,2019
Kandemir 2017,2017
Karakoyunlu 2015,2015
Li 2016a,2016
Li 2016b,2016
McCahy 2020,2020
Mhaske 2018,2018
Mrabti 2020,2020
Pattnaik 2019,2019
Ragy 2020,2020
Rajwardhan 2016,2016
Sabnis 2013,2013
Saygin 2020,2020
Shah 2010,2010
Soomro 2018,2018
Terribile 2019,2019
Yavuz 2018,2018
Zeng 2018b,2018
Kumar 2015,2015
Oo 2020,2020
Klein 2019,2019
Falsetti 2008,2008
Foa 1999,1999
Foa 2005,2005
Foa 2006,2006
Littleton 2016,2016
Resick 2002,2002
Bell 2019,2019
Bomyea 2015,2015
Brady 2021,2021
Gray 2020,2020
Rajan 2020,2020
Rothbaum 1997,1997
Walsh 2017,2017
Creech 2021,2021
Miller 2015,2015
Sikkema 2018,2018
Bass 2016,2016
Rothbaum 2005,2005
Abrahams 2010,2010
Bowland 2012,2012
Krakow 2001,2001
Anderson 2010,2010
Covers 2021,2021
Feske 2008,2008
Foa 1991,1991
Katz 2014,2014
Kelly 2021,2021
Nixon 2016,2016
Resick 2008a,2008
Schnurr 2007,2007
Surís 2013,2013
Bai 2016,2016
Berger 2009,2009
El Nakeeb 2015,2015
Han 2009,2009
Ibrahim 2022,2022
Sanjeevi 2023,2023
Senda 2018,2018
Singh 2018,2018
Bassi 2003,2003
Chou 1996,1996
Langrehr 2005,2005
Halloran 2022,2022
Hirono 2019,2019
Demling 2003,2003
Kwa 2019,2019
Kwa 2020,2020
Ahuja 2011,2011
Ahuja 2013,2013
Gross 2007,2007
Van der Wal 2010,2010
Mohammadi 2018,2018
Nedelec 2012,2012
Cho 2014,2014
Field 2000,2000
Busch 2012,2012
Joo 2018a,2018
Samhan 2019,2019
So 2003,2003
Allison 2003,2003
Blome-Eberwein 2016,2016
Douglas 2019,2019
Ebid 2017,2017
Hettrick 2004,2004
Thibaut 2019,2019
Fayazi 2019,2019
Dartigeas 2018,2018
Greil 2016,2016
Van Oers 2019,2019
Foa 2014,2014
Robak 2018,2018
Osterborg 2016,2016
Byrd 2018,2018
Chanan-Khan 2017,2017
Fink 2017,2017
Schweighofer 2009,2009
Esmaeilzadeh 2015,2015
Mortazavi 2017,2017
Świerczyńska-Krępa 2014,
Fruth 2013,2013
Arshi 2021,2021
Agren 2012,2012
Bekelman 2018,2018
Chair 2013,2013
Crossmann 2010,2010
Freedland 2009,2009
Habibovic 2017,2017
Humphries 2021,2021
Nahlėn Bose 2016,2016
O'Neil 2014a,2014
O'Neil 2014b,2014
Rafanelli 2020,2020
Richards 2018,2018
Tagney 2013,2013
Turner 2014,2014
Wells 2021,2021
Zetta 2011,2011
Moradi 2016,2016
b-Chu 2021,2021
b-Reck 2020,2020
b-Verschraegen 2022,2022
b-Zhou 2020,2020
b-Rezvani 2020,2020
b-Socinski 2020,2020
b-Advani 2018a,2018
b-Apsangikar 2017a,2017
b-CTRI201411005171,2021
b-Chen 2023,2021
b-Kasliwal 2023a,2023
b-Kasliwal 2023b,2023
b-Kim 2022,2022
b-Qin 2021,2021
b-Reinmuth 2019,2019
b-Romera 2018,2018
b-Shi 2021,2021
b-Stroyakovskiy 2022,2022
b-Syrigos 2021,2020
b-Thatcher 2019,2019
b-Trukhin 2021,2021
b-Wang 2021,2021
b-Yang 2019,2019
r-Buske 2021,2017
r-Sharman 2020,2020
r-Candelaria 2019,2019
r-Jiang 2020,2020
r-Jurczak 2017,2017
r-Kim 2012,2012
r-NCT02617485,2023
r-NCT03976102,2024
r-Niederwieser 2020,2020
r-Ogura 2018,2018
r-Patel 2023,2023
r-Poddubnaya 2020,2020
r-Shi 2020,2020
r-Song 2021,2021
r-Viswabandya 2019,2019
r-Advani 2018b,2018
r-Toogeh 2018,2018
t-Esteva 2019,2019
t-Pegram 2019,2019
t-Rugo 2017,2017
t-Xu 2021,2021
t-Krivorotko 2021,2021
t-Lammers 2018,2018
t-Nodehi 2022,2022
t-Pivot 2018,2018
t-Pivot 2022,2022
t-von Minckwitz 2018,2018
t-Alexeev 2020,2020
t-Im 2013,2013
t-Reddy 2024,2024
t-Apsangikar 2017b,2017
t-Mohan 2023,2023
Barrowclough 1999,1999
Kulhara 2009,2009
Leff 2001,2001
Merinder 1999,1999
Buchkremer 1995,1995
Carra 2007,2007
Vaughan 1992,1992
Kumar 2020,2020
Chien 2004,2004
Chien 2005,2005
Chien 2008a,2008
Chien 2008b,2008
Li 2015,2015
Sharif 2012,2012
Koolaee 2010,2010
De Giacomo 1997,1997
Vidal Gutiérrez 2019,2019
Posner 1992,1992
Husain 2021,2021
Chien 2010,2010
Chien 2013,2013
Li 2003,2003
Magliano 2006,2006
Hazel 2004,2004
Karaca 2011,2011
Colao 2009,2009
Fahlbusch 2017,2017
Mao 2010,2010
Cannavo 2001,2001
Fougner 2014,2014
Shen 2010,2010
Lagro-Janssen 1992,1992
Jarvis 1980,1980
Fantl 1991,1991
Colombo 1995,1995
Jarvis 1981,1981
Milani 1987,1987
Song 2006,2006
Kafri 2013,2013
Lauti 2008,2008
Rizvi 2018,2018
Mattiasson 2003,2003
Mattiasson 2010,2010
Niihara 2018,2018
Arruda 2012,2012
Gupta 1995,1995
Bao 2008,2008
Serjeant 1970,1970
Fung 2002,2002
Dougherty 2012,2012
Pace 2003,2003
Sins 2018,2018
Eleuterio 2019,2019
Morris 2013,2013
Onalo 2021,2021
Tomer 2001,2001
Daak 2013,2013
Daak 2018,2018
Rabb 1983,1983
Scoffone 2013,2013
Serjeant 1997,1997
Koshy 2001,2001
McMahon 2010,2010
Brownell 2020,2020
Nur 2012,2012
EVIDENT3 2022,2022
Nakata 2022,2022
Hurkmans 2018,2018
Batch 2014,2014
Carter 2013,2013
Van Beurden 2019,2019
Kliemann 2019,2019
Tanaka 2018,2018
Roth 2023,2023
Apiñaniz 2019,2019
Vidmar 2019,2019
ALCYONE,
MAIA,
OCTANS,
Suliman 2015,2015
Shalev 2012,2012
Zohar 2018,2018
Carmi 2022,2022
Delahanty 2013,2013
Zohar 2011,2011
Van Zuiden 2017,2017
Mellman 2002,2002
Genovese 2007,2007
McInnes 2021,2021
McInnes 2023,2023
Mease 2005,2005
Mease 2017a,2017
Mease 2017b,2017
Mease 2018,2018
Mease 2014,2014
Mease 2000,2000
Mease 2004,2004
Kavanaugh 2009,2009
Kavanaugh 2017,2017
Antoni 2005a,2005
Antoni 2005b,2005
Mease 2019,2019
Van Mens 2019,2019
Vieira-Sousa 2020,2020
Baranauskaite 2012,2012
Ikonomidis 2013,2013
Mease 2020,2020
McInnes 2020,2020
Araujo 2019,2019
Atteno 2010,2010
Haghighat 2019,2019
Guida 2017,2017
Mirzaeian 2020,2020
SYNERGY II 2021,2021
Lopes 2018,2018
Haghighat 2019 (second comparison),2019
Guida 2014,2014
Ramos 2019,2019
Biruete 2017,2017
Sirich 2014,2014
Bliss 1992,1992
Wang 2015a,2015
Miranda Alatriste 2014,2014
Cosola 2021,2021
Dehghani 2016,2016
Viramontes-Horner 2015,2015
Esgalhado 2018,2018
Khosroshahi 2018,2018
Meng 2019,2019
ProbiotiCKD 2019,2019
Abbasi 2017,2017
Soleimani 2017,2017
Borges 2018,2018
Mafi 2018,2018
Mazruei Arani 2019,2019
Lim 2021,2021
Eidi 2018,2018
Alexander 2022,2022
Salvatore 2021,2021
Seki 2022,2022
Aguiar 2020,2020
Blaganje 2018,2018
Edell 2023,2023
O'Reilly 2024,42017
Temtanakitpaisan 2023,2023
Tu 2023,2023
Carrieri 2014,2014
Fiellin 2001,2001
King 2006,2006
Lucas 2010,2010
Machavariani 2024,2024
O'Connor 1998,1998
Tuchman 2006,2006
Lechner 2012,2012
Momeni 2011,2011
Pellicer 2013,2013
Thorlacius 2020,2020
Jothinath 2021,2021
Abril-Molina 2021,2020
Wang 2019,2019
Costello 2014,2014
Hoffman 2003,2003
Burgos-Vargas 2015,2015
Burgos-Vargas 2022,2022
Ruperto 2007,2007
Lovell 2000,2000
Horneff 2013,2013
Brunner 2014,2014
Lovell 2008,2008
Tynjälä 2011,2011
Alexeeva 2021,2018
Kar 2005,2005
Lai 2019,2019
Goyal 2000,2000
Gupta 2019,2019
Asilian 2020,2020
Verma 2015,2015
Ustuner 2017,2017
Rajan 2021,2021
Sousa 2020,2020
Trink 2013,2013
Guttman-Yassky 2021,2021
King 2022a,2022
King 2022b,2022
Mikhaylov 2019,2019
Almutairi 2019,2019
Olsen 2019,2019
Tosti 1986,1986
Shapiro 1993,1993
Luo 1991,1991
Fransway 1988,1988
Price 1987a,1987
Price 1987b,1987
Nouh 2022,2022
Torkki 2003,2003
Radwan 2012,2012
Palmanovich 2020,2020
Avcu 2018,2018
Glazebrook 2014,2014
Saro 2007,2007
Uygur 2016,2016
Wester 2016,2016
Buciuto 2014,2014
Giannini 2013,2013
Othman 2017,2017
Resch 1993,1993
Klosok 1993,1993
Blumenthal 2014,2010
Ma 2015,2015
Appel 2003,2003
Makarewicz-Wujec 2021,2021
NCT02514889,
Moehler 2019,
Li 2007,2007
Zhu 2018,2018
Tian 2009,2009
Habib 2002,2002
GALILEO 2020,2020
ATLANTIS 2022,2022
ADAPT-TAVR 2022,2022
ENVISAGE-TAVI AF 2021,2021
Etminan 2013,2013
Findlay 1995,1995
Hamada 2003,2003
Kanamaru 1993,1993
Kramer 2014,2014
Litrico 2013,2013
Nieuwkamp 2005,
Yamamoto 2010,2010
Blanken 2013,2013
Feltes 2003,2003
IMpact-RSV Study Group 1998,1998
Subramanian 1998,1998
Tavsu 2014,2013
Mazur 2023,2023
Axelsson 1988,1988
Hascoet 2011,2011
Liotto 2018,2018
Turck 2006,2006
Koletzko 2009b,2009
Putet 2016,2016
Åkeson 1998,1998
Fomon 1995,1995
Picone 1989,1989
Räihä 1986a,1986
Kouwenhoven 2020,2020
Abdelhamid 2020,2020
Ciftci 2020c,2020
Ciftci 2020d,2020
Elsabeeny 2020,2020
Eskin 2020,2020
Fu 2020,2020
Gultekin 2020,2020
Prasad 2020,2020
Singh 2020,2020
Sobhy 2020,2020
Tulgar 2018,2018
Yaoping 2019,2019
Yayik 2018,2018
Zhang 2020,2020
Aksu 2019a,2019
Aksu 2019b,2019
Gürkan 2018,2018
Krishna 2019,2019
Liu 2021,
Qiang 2018,2018
Seelam 2020,2020
Sharma 2020,2020
Anushree 2020,2020
Calia 2019,2019
Gürkan 2020,2020
Abu 2019,2019
Ciftci 2020a,2020
El Ghamry 2019b,2019
Hamed 2019,2019
Mostafa 2020,2020
Yao 2020b,2020
Ibrahim 2019,2019
Shim 2020,2020
Yao 2020a,2020
Yuzhong 2018a,2018
El Ghamry 2019a,2019
Fang 2019,2019
Guo 2019,2019
Taketa 2019,2019
Turhan 2020,2020
Zhao 2020,2020
Swisher 2020,2020
Yuzhong 2018b,2018
Altıparmak 2019a,2019
Kamel 2020,2020
Finnerty 2020,2020
Gaballah 2019,2019
Ekinci 2020,2020
Altıparmak 2019b,2019
Gad 2019,2019
Khorasanizadeh 2020,2020
Aygun 2020,2020
Fiorelli 2020,2020
Nagaraja 2018,2018
Sakae 2020,2020
Endler 2022,2022
Reynolds-Wright 2023,2023
Bracken 2014,2014
Constant 2014,2014
Ngoc 2014,2014
Platais 2015,2015
He 2015,2015
Yi 2011,2011
He 2022,298
Galsky 2020,2020
Powles 2020,2020
Powles 2021,2021
Bellmunt 2017,2017
Powles 2017,2017
Kikura 2002,2002
Gatot 2004,2004
Hadadzadeh 2013,2013
Jo 2010,2010
Denault 2016,2016
Amin 2019,2019
Gandham 2013,2013
Kandasamy 2017,2017
Baysal 2014,2014
Desai 2018,2018
Ersoy 2013,2013
De Hert 2007,2007
Mishra 2016,2016
Anastasiadis 2016,2016
Cholley 2017,2017
Erb 2014,2014
Eriksson 2009,2009
Juhl-Olsen 2015,2015
Jävelä 2008,2008
Kodalli 2013,2013
Lahtinen 2011,2011
Mehta 2017,2017
Shah 2014,2014
Sharma 2014,2014
Tritapepe 2009,2009
Tritapepe 2006,2006
Leppikangas 2011,2011
Tsang 2004,2004
Groce 2000,2000
Li-Tsang 2010a,2010
Moiemen 2018,2018
Wiseman 2020,2020
Li-Tsang 2010b,2010
Candy 2010,2010
van den Kerckhove 2005,2005
Lang 2001,2001
Teruel-Briones 2013,2013
KOREA,2014
Hiramatsu 2020,2020
Iqbal 2005,2005
Jaques 2022,2022
Moist 2000,2000
NECOSAD-2,2002
